2019,2020,2021,prediction_mean,State/Province_x,City_State,Count,City,Longitude,Latitude,POPESTIMATE,POPEST_MALE,POPEST_FEMALE,UNDER5_TOTAL,UNDER5_MALE,UNDER5_FEMALE,AGE513_TOTAL,AGE513_MALE,AGE513_FEMALE,AGE1417_TOTAL,AGE1417_MALE,AGE1417_FEMALE,AGE1824_TOTAL,AGE1824_MALE,AGE1824_FEMALE,AGE16PLUS_TOTAL,AGE16PLUS_MALE,AGE16PLUS_FEMALE,AGE18PLUS_TOTAL,AGE18PLUS_MALE,AGE18PLUS_FEMALE,AGE1544_TOTAL,AGE1544_MALE,AGE1544_FEMALE,AGE2544_TOTAL,AGE2544_MALE,AGE2544_FEMALE,AGE4564_TOTAL,AGE4564_MALE,AGE4564_FEMALE,AGE65PLUS_TOTAL,AGE65PLUS_MALE,AGE65PLUS_FEMALE,AGE04_TOTAL,AGE04_MALE,AGE04_FEMALE,AGE59_TOTAL,AGE59_MALE,AGE59_FEMALE,AGE1014_TOTAL,AGE1014_MALE,AGE1014_FEMALE,AGE1519_TOTAL,AGE1519_MALE,AGE1519_FEMALE,AGE2024_TOTAL,AGE2024_MALE,AGE2024_FEMALE,AGE2529_TOTAL,AGE2529_MALE,AGE2529_FEMALE,AGE3034_TOTAL,AGE3034_MALE,AGE3034_FEMALE,AGE3539_TOTAL,AGE3539_MALE,AGE3539_FEMALE,AGE4044_TOTAL,AGE4044_MALE,AGE4044_FEMALE,AGE4549_TOTAL,AGE4549_MALE,AGE4549_FEMALE,AGE5054_TOTAL,AGE5054_MALE,AGE5054_FEMALE,AGE5559_TOTAL,AGE5559_MALE,AGE5559_FEMALE,AGE6064_TOTAL,AGE6064_MALE,AGE6064_FEMALE,AGE6569_TOTAL,AGE6569_MALE,AGE6569_FEMALE,AGE7074_TOTAL,AGE7074_MALE,AGE7074_FEMALE,AGE7579_TOTAL,AGE7579_MALE,AGE7579_FEMALE,AGE8084_TOTAL,AGE8084_MALE,AGE8084_FEMALE,AGE85PLUS_TOTAL,AGE85PLUS_MALE,AGE85PLUS_FEMALE,MEDIAN_AGE_TOTAL,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE
54951,58544,62055,0.91876563,MI,"Midland, MI",1,Midland,-84.25,43.66,83457,41512,41945,4514,2337,2177,8751,4574,4177,4357,2164,2193,6890,3607,3283,68036,33526,34510,65835,32437,33398,30854,15762,15092,20682,10528,10154,22051,11009,11042,16212,7293,8919,4514,2337,2177,4728,2472,2256,5098,2639,2459,5336,2754,2582,4836,2480,2356,4968,2535,2433,5359,2738,2621,5333,2739,2594,5022,2516,2506,4755,2377,2378,5369,2666,2703,6035,3053,2982,5892,2913,2979,5215,2493,2722,4213,1975,2238,2767,1230,1537,1963,837,1126,2054,758,1296,41.5,40.1,42.9
141994,109263,125455,0.787289925,TX,"Midland, TX",6,Midland,-102.14,32.02,173180,87958,85222,14452,7477,6975,26285,13367,12918,10274,5266,5008,14663,7482,7181,127137,64386,62751,122169,61848,60321,77233,40237,36996,55028,28875,26153,34546,17541,17005,17932,7950,9982,14452,7477,6975,14855,7596,7259,14162,7157,7005,11717,6011,5706,10488,5351,5137,13650,6996,6654,15232,7984,7248,14554,7752,6802,11592,6143,5449,9204,4772,4432,8461,4319,4142,8501,4256,4245,8380,4194,4186,6535,3170,3365,4514,2051,2463,2781,1207,1574,1912,731,1181,2190,791,1399,32.3,32.1,32.6
58192,61378,65803,0.91321512,WI,"Milwaukee-Waukesha, WI",27,Milwaukee-Waukesha,-88.24,43.02,1566487,768275,798212,93016,47249,45767,180322,92144,88178,84125,43063,41062,136293,68240,68053,1250777,607214,643563,1209024,585819,623205,620310,308771,311539,421245,208325,212920,393179,193673,199506,258307,115581,142726,93016,47249,45767,97735,50086,47649,103940,52915,51025,103169,52887,50282,95896,47559,48337,107280,53243,54037,107885,53213,54672,106010,52245,53765,100070,49624,50446,89150,44150,45000,96516,48072,48444,103108,50483,52625,104405,50968,53437,88110,42151,45959,70171,32795,37376,42746,19053,23693,27722,11321,16401,29558,10261,19297,38.5,37.6,39.4
64496,67688,71912,0.9140797,MNWI,"Minneapolis-St. Paul-Bloomington, MN-WI",37,Minneapolis-St. Paul-Bloomington,-93.24,44.86,3690512,1841815,1848697,221934,113369,108565,439222,224737,214485,202082,102774,99308,303577,152988,150589,2927662,1451954,1475708,2827274,1400935,1426339,1498039,759674,738365,1043610,530024,513586,928311,467013,461298,551776,250910,300866,221934,113369,108565,241002,123220,117782,249450,127629,121821,238258,121415,116843,216171,108235,107936,253265,128559,124706,266318,135614,130704,274323,138858,135465,249704,126993,122711,216168,109958,106210,233082,118026,115056,243490,122141,121349,235571,116888,118683,190495,91853,98642,151000,70773,80227,92603,42095,50508,59119,25154,33965,58559,21035,37524,37.9,37.3,38.5
53992,57895,61881,0.91876563,MT,"Missoula, MT",6,Missoula,-114.02,46.85,119533,60092,59441,5377,2730,2647,11189,5769,5420,5251,2792,2459,15844,7874,7970,100251,50130,50121,97716,48801,48915,55224,28068,27156,35513,18134,17379,26363,13234,13129,19996,9559,10437,5377,2730,2647,6090,3150,2940,6483,3351,3132,7674,3964,3710,12037,5970,6067,9801,4894,4907,9020,4680,4340,8670,4447,4223,8022,4113,3909,6358,3259,3099,6403,3347,3056,6665,3273,3392,6937,3355,3582,7048,3352,3696,5814,2967,2847,3438,1616,1822,2041,973,1068,1655,651,1004,36.9,36.5,37.3
39416,42795,46402,0.8963209,AL,"Mobile, AL",10,Mobile,-88.18,30.7,428220,204581,223639,27112,13825,13287,49829,25152,24677,22864,11614,11250,37050,18345,18705,339661,159704,179957,328415,153990,174425,165229,79764,85465,111229,52811,58418,106758,50671,56087,73378,32163,41215,27112,13825,13287,27359,13736,13623,28384,14422,13962,27065,13731,13334,26935,13222,13713,29095,14118,14977,29657,14019,15638,26797,12447,14350,25680,12227,13453,24469,11579,12890,25817,12318,13499,28089,13459,14630,28383,13315,15068,24597,11445,13152,20387,9235,11152,13256,5766,7490,8238,3326,4912,6900,2391,4509,38.5,37.1,39.6
43729,49128,52356,0.856467605,CA,"Modesto, CA",19,Modesto,-121.02,37.65,552999,276067,276932,37481,19184,18297,76196,38938,37258,35335,18076,17259,51770,26481,25289,421243,208716,212527,403987,199869,204118,230207,117455,112752,152215,77513,74702,125645,62589,63056,74357,33286,41071,37481,19184,18297,41037,20921,20116,44272,22632,21640,41484,21305,20179,36508,18637,17871,38569,19692,18877,40349,20445,19904,37937,19379,18558,35360,17997,17363,31837,16051,15786,32190,16212,15978,31611,15616,15995,30007,14710,15297,24938,11798,13140,20076,9182,10894,13265,5929,7336,8345,3491,4854,7733,2886,4847,34.6,33.8,35.4
39956,43606,46859,0.931236735,LA,"Monroe, LA",2,Monroe,-92.12,32.53,204884,98921,105963,12889,6589,6300,25093,12814,12279,11624,6035,5589,18616,9288,9328,161053,76531,84522,155278,73483,81795,79735,39171,40564,52438,25357,27081,49647,23670,25977,34577,15168,19409,12889,6589,6300,13818,7083,6735,14218,7240,6978,13974,7190,6784,13323,6624,6699,13085,6411,6674,13786,6660,7126,12724,6043,6681,12843,6243,6600,11599,5554,6045,12313,5935,6378,12616,5999,6617,13119,6182,6937,11785,5494,6291,9326,4244,5082,5994,2603,3391,3882,1575,2307,3590,1252,2338,37.9,36.4,39.3
43084,46139,49310,0.93101855,AL,"Montgomery, AL",6,Montgomery,-86.18,32.38,385798,184233,201565,24129,12264,11865,45065,23045,22020,20526,10408,10118,34265,17345,16920,306257,143654,162603,296078,138516,157562,152254,73909,78345,102671,48832,53839,96731,45422,51309,62411,26917,35494,24129,12264,11865,24634,12650,11984,25639,13071,12568,24743,12668,12075,24840,12409,12431,25763,12466,13297,27414,12958,14456,25265,11989,13276,24229,11419,12810,23157,10774,12383,23959,11430,12529,25157,11890,13267,24458,11328,13130,21216,9547,11669,17045,7643,9402,11146,4775,6371,7012,2886,4126,5992,2066,3926,38.1,36.5,39.6
45465,47467,50016,0.91402675,WV,"Morgantown, WV",4,Morgantown,-79.96,39.66,140745,72628,68117,6637,3397,3240,12250,6396,5854,5285,2744,2541,23487,12318,11169,119188,61446,57742,116573,60091,56482,67313,35795,31518,39897,21459,18438,31544,16155,15389,21645,10159,11486,6637,3397,3240,6839,3559,3280,6767,3563,3204,10251,5389,4862,17165,8947,8218,10924,5932,4992,10564,5612,4952,9527,5127,4400,8882,4788,4094,7567,3993,3574,7882,4131,3751,7996,4001,3995,8099,4030,4069,7507,3650,3857,6184,3098,3086,3641,1687,1954,2270,1033,1237,2043,691,1352,35.6,34.9,36.5
38103,41036,44279,0.85193793,TN,"Morristown, TN",1,Morristown,-83.35,36.2,143855,71402,72453,7527,3845,3682,15160,7791,7369,7585,3930,3655,11477,5862,5615,117348,57787,59561,113583,55836,57747,50454,25724,24730,33314,16915,16399,40501,20191,20310,28291,12868,15423,7527,3845,3682,8117,4205,3912,8965,4569,4396,8929,4637,4292,8211,4172,4039,8595,4472,4123,8341,4197,4144,7859,3980,3879,8519,4266,4253,9190,4582,4608,10198,5076,5122,10765,5439,5326,10348,5094,5254,8963,4315,4648,7972,3708,4264,5450,2514,2936,3356,1485,1871,2550,846,1704,43.2,41.9,44.4
54843,58996,64093,0.90494435,WA,"Mount Vernon-Anacortes, WA",3,Mount Vernon-Anacortes,-122.61,48.51,130696,65140,65556,7096,3664,3432,14288,7357,6931,6446,3287,3159,9513,4889,4624,106064,52435,53629,102866,50832,52034,47228,24205,23023,32928,16877,16051,31961,15770,16191,28464,13296,15168,7096,3664,3432,7828,4102,3726,8119,4103,4016,7435,3849,3586,6865,3479,3386,8100,4155,3945,8367,4322,4045,8561,4351,4210,7900,4049,3851,7019,3531,3488,7497,3762,3735,8173,4021,4152,9272,4456,4816,9235,4372,4863,8171,3897,4274,5368,2496,2872,3093,1446,1647,2597,1085,1512,41.8,40.6,43.1
38762,42000,45325,0.87811727,IN,"Muncie, IN",3,Muncie,-85.42,40.19,111871,54021,57850,5182,2662,2520,10196,5209,4987,4888,2499,2389,21672,10162,11510,94146,44963,49183,91605,43651,47954,50135,24393,25742,24753,12325,12428,25892,12722,13170,19288,8442,10846,5182,2662,2520,5611,2865,2746,5763,2937,2826,9795,4637,5158,15587,7431,8156,7018,3490,3528,6116,3068,3048,5821,2901,2920,5798,2866,2932,5842,2885,2957,6485,3225,3260,6671,3263,3408,6894,3349,3545,6002,2738,3264,5163,2333,2830,3539,1546,1993,2353,1021,1332,2231,804,1427,35.7,34.9,36.6
39646,44159,46701,0.8963209,MI,"Muskegon, MI",2,Muskegon,-86.21,43.16,176511,87961,88550,10261,5229,5032,20484,10435,10049,9478,4889,4589,14019,7254,6765,140971,69788,71183,136288,67408,68880,66313,33937,32376,45229,23068,22161,45284,22676,22608,31756,14410,17346,10261,5229,5032,11087,5637,5450,11810,6072,5738,10855,5608,5247,10229,5261,4968,11551,5950,5601,11626,5937,5689,11199,5686,5513,10853,5495,5358,9908,5080,4828,10819,5484,5335,11930,5946,5984,12627,6166,6461,11141,5348,5793,8736,4111,4625,5368,2435,2933,3423,1451,1972,3088,1065,2023,39.8,38.7,40.9
74379,82643,90608,0.762851975,CA,"Napa, CA",9,Napa,-122.27,38.28,136207,68315,67892,6132,3094,3038,13644,7036,6608,7099,3707,3392,11437,5899,5538,112893,56344,56549,109332,54478,54854,51114,26241,24873,34339,17557,16782,36027,18197,17830,27529,12825,14704,6132,3094,3038,7123,3682,3441,8282,4276,4006,8777,4537,4240,7998,4147,3851,8271,4187,4084,8370,4219,4151,8837,4574,4263,8861,4577,4284,8485,4385,4100,9052,4562,4490,9315,4729,4586,9175,4521,4654,8353,3964,4389,7487,3613,3874,5060,2370,2690,3332,1580,1752,3297,1298,1999,42.4,41.5,43.4
61366,64368,70026,0.83788405,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,Nashville-Davidson--Murfreesboro--Franklin,-86.88,35.89,2012476,985827,1026649,121150,61726,59424,229597,117087,112510,106128,54064,52064,182200,90601,91599,1607693,779356,828337,1555601,752950,802651,852080,421494,430586,591052,290815,300237,500938,246149,254789,281411,125385,156026,121150,61726,59424,125178,63712,61466,131719,67361,64358,128920,65702,63218,132108,64977,67131,151573,73668,77905,156301,76767,79534,146386,72661,73725,136792,67719,69073,126274,62946,63328,128171,63886,64285,127132,62164,64968,119361,57153,62208,99100,46422,52678,79161,36580,42581,48613,21580,27033,29277,12113,17164,25260,8690,16570,37,36.3,37.7
56888,60128,64643,0.90494435,CT,"New Haven-Milford, CT",4,New Haven-Milford,-73.04,41.24,863700,418403,445297,43081,21834,21247,86105,44160,41945,43306,22043,21263,83524,41678,41846,713010,341484,371526,691208,330366,360842,338751,167917,170834,222725,109666,113059,228758,110631,118127,156201,68391,87810,43081,21834,21247,46098,23568,22530,50811,26062,24749,58086,29140,28946,57940,29111,28829,57663,28888,28775,57466,28354,29112,55964,27448,28516,51632,24976,26656,49698,23931,25767,57644,27950,29694,61389,29721,31668,60027,29029,30998,49822,23557,26265,41377,18757,22620,28084,12337,15747,17566,7202,10364,19352,6538,12814,40.5,39,41.8
55050,57532,61327,0.92926585,LA,"New Orleans-Metairie, LA",18,New Orleans-Metairie,-90.16,30,1261726,609916,651810,73820,37882,35938,141076,72101,68975,64909,33006,31903,96938,48287,48651,1013574,483081,530493,981921,466927,514994,491351,239270,252081,346462,166568,179894,320885,154607,166278,217636,97465,120171,73820,37882,35938,77038,39558,37480,80996,41134,39862,75257,38228,37029,69632,34474,35158,80909,39027,41882,91550,43410,48140,91852,44195,47657,82151,39936,42215,72581,35152,37429,77177,37358,39819,85001,40971,44030,86126,41126,45000,76021,36153,39868,60852,27989,32863,37230,16514,20716,22709,9524,13185,20824,7285,13539,39.4,38.5,40.3
49735,54303,59656,0.881217075,MI,"Niles, MI",1,Niles,-86.25,41.82,153101,75482,77619,8220,4250,3970,16710,8492,8218,8064,4149,3915,12245,6255,5990,124118,60644,63474,120107,58591,61516,53923,27198,26725,35613,17816,17797,40443,20070,20373,31806,14450,17356,8220,4250,3970,9088,4603,4485,9621,4911,4710,9563,4959,4604,8747,4423,4324,8678,4414,4264,8889,4457,4432,9131,4486,4645,8915,4459,4456,8584,4347,4237,9815,4821,4994,10709,5344,5365,11335,5558,5777,10427,5025,5402,8598,3999,4599,5669,2602,3067,3658,1579,2079,3454,1245,2209,42.5,41.4,43.7
63279,65709,69376,0.83788405,FL,"North Port-Sarasota-Bradenton, FL",28,North Port-Sarasota-Bradenton,-82.62,27.5,859760,415099,444661,32738,16696,16042,68672,35120,33552,34112,17451,16661,51438,26333,25105,741098,354430,386668,724238,345832,378406,238624,119537,119087,161739,80183,81556,227449,107639,119810,283612,131677,151935,32738,16696,16042,36673,18690,17983,40664,20860,19804,39715,20456,19259,37170,18898,18272,38761,19500,19261,40805,20313,20492,40806,20133,20673,41367,20237,21130,42786,20681,22105,52129,25008,27121,61392,28937,32455,71142,33013,38129,74432,34204,40228,76076,35658,40418,58069,27467,30602,37923,17939,19984,37112,16409,20703,53.7,52.2,55
39153,41960,45152,0.87811727,FL,"Ocala, FL",5,Ocala,-82.16,29.17,385915,186194,199721,18368,9469,8899,36851,18898,17953,17203,8798,8405,25142,12833,12309,321992,153370,168622,313493,149029,164464,120538,59634,60904,82520,40214,42306,94944,44767,50177,110887,51215,59672,18368,9469,8899,20048,10215,9833,21130,10894,10236,19620,10094,9526,18398,9326,9072,20557,10194,10363,22009,10729,11280,20443,9920,10523,19511,9371,10140,19468,9336,10132,22158,10598,11560,25040,11770,13270,28278,13063,15215,29594,13411,16183,31072,14458,16614,23807,11200,12607,15116,7148,7968,11298,4998,6300,48.4,46.6,49.9
52948,49351,53610,0.89779128,TX,"Odessa, TX",5,Odessa,-102.35,31.89,161091,82397,78694,14020,7091,6929,25171,12892,12279,10449,5355,5094,15845,8116,7729,116534,59647,56887,111451,57059,54392,71126,37424,33702,47578,25379,22199,32328,16420,15908,15700,7144,8556,14020,7091,6929,14145,7245,6900,13772,7073,6699,12491,6370,6121,11057,5675,5382,12133,6358,5775,13026,7007,6019,12139,6520,5619,10280,5494,4786,8967,4622,4345,8260,4216,4044,7799,3933,3866,7302,3649,3653,5657,2806,2851,4134,1942,2192,2652,1180,1472,1730,718,1012,1527,498,1029,31.1,31,31.2
45219,48521,52305,0.856467605,UT,"Ogden-Clearfield, UT",6,Ogden-Clearfield,-112.02,41.12,706696,359026,347670,50112,25742,24370,108289,56089,52200,50035,25968,24067,67231,35364,31867,522905,263923,258982,498260,251227,247033,307552,157940,149612,203165,103337,99828,147128,74500,72628,80736,38026,42710,50112,25742,24370,58226,30111,28115,62942,32707,30235,56122,29407,26715,48265,25196,23069,49948,25536,24412,49431,24821,24610,51613,26217,25396,52173,26763,25410,41589,21153,20436,36201,18328,17873,34725,17610,17115,34613,17409,17204,28516,13861,14655,21996,10579,11417,14000,6478,7522,8681,3954,4727,7543,3154,4389,32.7,32.1,33.4
51658,53706,57150,0.910390175,OK,"Oklahoma City, OK",17,Oklahoma City,-97.62,35.46,1441647,713565,728082,89196,45631,43565,179402,91810,87592,81164,41523,39641,143635,72785,70850,1131841,555043,576798,1091885,534601,557284,608024,306146,301878,404134,202525,201609,333295,164459,168836,210821,94832,115989,89196,45631,43565,98121,50176,47945,102190,52321,49869,99550,50867,48683,104340,52754,51586,101926,51680,50246,103549,51273,52276,104166,52250,51916,94493,47322,47171,83242,41606,41636,81387,40835,40552,84006,41124,42882,84660,40894,43766,72823,34539,38284,58197,27048,31149,36539,16308,20231,22759,9530,13229,20503,7407,13096,36.1,35.2,36.9
52297,56527,61062,0.9185719,WA,"Olympia-Lacey-Tumwater, WA",22,Olympia-Lacey-Tumwater,-122.91,47,297977,146778,151199,16061,8282,7779,32660,16934,15726,14245,7266,6979,23079,11693,11386,242044,117863,124181,235011,114296,120715,119233,60207,59026,85560,43119,42441,72292,35249,37043,54080,24235,29845,16061,8282,7779,18156,9356,8800,18155,9449,8706,16661,8500,8161,17012,8588,8424,20764,10653,10111,22293,11280,11013,22130,11029,11101,20373,10157,10216,17373,8648,8725,18037,8992,9045,18001,8632,9369,18881,8977,9904,18148,8274,9874,15864,7315,8549,9704,4446,5258,5507,2435,3072,4857,1765,3092,39.5,38.3,40.7
58393,60450,64229,0.90494435,NEIA,"Omaha-Council Bluffs, NE-IA",31,Omaha-Council Bluffs,-97.37,41.44,34241,17465,16776,2378,1219,1159,4618,2357,2261,2043,1034,1009,2721,1425,1296,26200,13362,12838,25202,12855,12347,12508,6563,5945,8270,4380,3890,8108,4174,3934,6103,2876,3227,2378,1219,1159,2595,1318,1277,2549,1315,1234,2328,1172,1156,1910,1011,899,2052,1097,955,1998,1047,951,2158,1167,991,2062,1069,993,1866,961,905,1813,963,850,2128,1076,1052,2301,1174,1127,2020,1027,993,1540,771,769,1020,475,545,705,283,422,818,320,498,38,37.3,38.8
45562,48160,53102,0.89779128,FL,"Orlando-Kissimmee-Sanford, FL",54,Orlando-Kissimmee-Sanford,-81.24,28.78,2691925,1323272,1368653,146951,75180,71771,293385,150663,142722,138339,70512,67827,239867,118564,121303,2181651,1061713,1119938,2113250,1026917,1086333,1124007,561889,562118,780945,390754,390191,674407,330436,343971,418031,187163,230868,146951,75180,71771,159556,81788,77768,168973,86816,82157,168509,85383,83126,174553,85752,88801,194676,97135,97541,202823,102044,100779,195072,98008,97064,188374,93567,94807,174726,85772,88954,173551,85940,87611,170325,83761,86564,155805,74963,80842,134191,62154,72037,114698,52354,62344,77644,34858,42786,48051,20981,27070,43447,16816,26631,38.3,37.4,39.2
49145,51751,55202,0.8750876,WI,"Oshkosh-Neenah, WI",4,Oshkosh-Neenah,-88.48,44.18,171623,87055,84568,8913,4583,4330,17576,8985,8591,8278,4234,4044,19781,9838,9943,140943,71377,69566,136856,69253,67603,70352,36782,33570,44409,23759,20650,43468,22351,21117,29198,13305,15893,8913,4583,4330,9590,4871,4719,10102,5163,4939,11374,5708,5666,14569,7315,7254,11747,6306,5441,11071,5960,5111,11106,5908,5198,10485,5585,4900,9674,5180,4494,10671,5566,5105,11650,5896,5754,11473,5709,5764,9676,4753,4923,7887,3730,4157,4940,2250,2690,3233,1358,1875,3462,1214,2248,38.8,38.1,39.6
42264,45772,49859,0.91402675,KY,"Owensboro, KY",4,Owensboro,-87.07,37.76,121227,59758,61469,7565,3880,3685,14985,7767,7218,7000,3555,3445,9809,4999,4810,95142,46331,48811,91677,44556,47121,44980,22586,22394,29951,14941,15010,30465,14991,15474,21452,9625,11827,7565,3880,3685,8192,4214,3978,8573,4462,4111,8012,4084,3928,7017,3561,3456,7530,3742,3788,7662,3817,3845,7444,3704,3740,7315,3678,3637,6912,3410,3502,7468,3774,3694,7994,3914,4080,8091,3893,4198,6988,3360,3628,5813,2708,3105,3850,1715,2135,2453,1041,1412,2348,801,1547,39.1,37.9,40.3
63833,68647,73375,0.858891465,CA,"Oxnard-Thousand Oaks-Ventura, CA",37,Oxnard-Thousand Oaks-Ventura,-119.29,34.28,839784,418064,421720,44550,22688,21862,95473,48760,46713,46378,23572,22806,74675,37879,36796,676445,334741,341704,653383,323044,330339,329400,167932,161468,219993,112419,107574,218483,108604,109879,140232,64142,76090,44550,22688,21862,51214,26258,24956,55905,28440,27465,56047,28486,27561,53360,27027,26333,56265,28767,27498,56047,28774,27273,54885,28216,26669,52796,26662,26134,51004,25281,25723,55837,28014,27823,56554,28187,28367,55088,27122,27966,45820,22157,23663,37558,17680,19878,24864,11322,13542,15941,6874,9067,16049,6109,9940,39.2,38.3,40.2
48725,51769,55477,0.8750876,FL,"Palm Bay-Melbourne-Titusville, FL",7,Palm Bay-Melbourne-Titusville,-80.84,28.55,616628,303958,312670,26930,13816,13114,57379,29489,27890,27873,14191,13682,42676,22831,19845,518314,253458,264856,504446,246462,257984,202855,103826,99029,139365,70473,68892,173062,83922,89140,149343,69236,80107,26930,13816,13114,31012,15889,15123,33426,17269,16157,32568,16971,15597,30922,16382,14540,34369,17902,16467,36032,18393,17639,35347,17509,17838,33617,16669,16948,33078,16040,17038,39223,19135,20088,48436,23414,25022,52325,25333,26992,45747,22004,23743,39184,18688,20496,27893,13004,14889,19006,8429,10577,17513,7111,10402,47.2,45.4,48.9
46452,50394,53980,0.87959053,FL,"Panama City, FL",1,Panama City,-85.65,30.19,179168,89241,89927,9835,5012,4823,18847,9669,9178,8575,4324,4251,13234,6904,6330,146109,72347,73762,141911,70236,71675,66023,33826,32197,46374,23689,22685,49205,24303,24902,33098,15340,17758,9835,5012,4823,10361,5288,5073,10646,5472,5174,9736,4961,4775,9913,5176,4737,11307,5871,5436,12285,6241,6044,11797,5978,5819,10985,5599,5386,10455,5149,5306,11941,5920,6021,13467,6743,6724,13342,6491,6851,10982,5157,5825,9106,4304,4802,5772,2698,3074,3744,1628,2116,3494,1553,1941,41.6,40.6,42.8
50757,54907,58308,0.890290915,AZ,"Phoenix-Mesa-Chandler, AZ",169,Phoenix-Mesa-Chandler,-111.8,33.22,4946145,2468649,2477496,282473,144215,138258,578730,295767,282963,274334,140029,134305,448895,230815,218080,3945787,1957661,1988126,3810608,1888638,1921970,2024617,1036659,987958,1371611,701731,669880,1186373,587799,598574,803729,368293,435436,282473,144215,138258,313070,160065,153005,335883,171618,164265,331882,170167,161715,321124,164761,156363,355712,182360,173352,358692,184159,174533,337759,173200,164559,319448,162012,157436,300771,150598,150173,304968,153212,151756,296106,146153,149953,284528,137836,146692,249147,116364,132783,225505,104238,121267,153504,70959,82545,94928,43216,51712,80645,33516,47129,37.6,36.6,38.6
58396,62103,65730,0.91321512,PA,"Pittsburgh, PA",43,Pittsburgh,-79.96,40.44,2353538,1157014,1196524,115262,59039,56223,224441,114775,109666,105618,54272,51346,187643,94416,93227,1961260,956138,1005122,1908217,928928,979289,870896,443277,427619,604026,308148,295878,624947,308040,316907,491601,218324,273277,115262,59039,56223,122567,62511,60056,128265,65823,62442,135170,68925,66245,131700,66204,65496,149472,76457,73015,161548,82244,79304,153584,78621,74963,139422,70826,68596,130015,65313,64702,150858,74988,75870,164476,80392,84084,179598,87347,92251,161937,78006,83931,132728,61796,70932,82181,36179,46002,56146,22840,33306,58609,19503,39106,42.8,41.3,44.4
56861,61586,65050,0.92885287,MA,"Pittsfield, MA",2,Pittsfield,-73.2,42.47,128657,62686,65971,4996,2543,2453,10289,5197,5092,5671,2837,2834,11483,5688,5795,110636,53566,57070,107701,52109,55592,44161,22169,21992,28371,14334,14037,36161,17678,18483,31686,14409,17277,4996,2543,2453,5511,2757,2754,6142,3130,3012,7849,3898,3951,7941,3937,4004,6988,3536,3452,6980,3526,3454,7300,3686,3614,7103,3586,3517,6819,3390,3429,8417,4146,4271,10098,4928,5170,10827,5214,5613,9800,4659,5141,8797,4235,4562,5694,2608,3086,3516,1532,1984,3879,1375,2504,47.7,46.1,49.1
39418,42732,45244,0.87811727,ID,"Pocatello, ID",4,Pocatello,-112.45,42.89,96213,48139,48074,6158,3114,3044,12899,6581,6318,5924,3024,2900,9617,4983,4634,74160,36911,37249,71232,35420,35812,40385,20492,19893,26346,13258,13088,20633,10211,10422,14636,6968,7668,6158,3114,3044,7014,3560,3454,7387,3794,3593,7233,3725,3508,6806,3509,3297,6547,3315,3232,6772,3368,3404,6754,3452,3302,6273,3123,3150,5143,2597,2546,4935,2445,2490,5027,2457,2570,5528,2712,2816,5218,2583,2635,4181,2034,2147,2509,1202,1307,1505,680,825,1223,469,754,35.1,34.5,35.8
59189,63256,68374,0.914221425,ORWA,"Portland-Vancouver-Hillsboro, OR-WA",153,Portland-Vancouver-Hillsboro,-122.87,45.54,2511612,1250270,1261342,127984,65604,62380,266748,136618,130130,124484,63582,60902,195866,98723,97143,2053930,1015830,1038100,1992396,984466,1007930,1053444,532150,521294,764988,386198,378790,632654,318332,314322,398888,181213,217675,127984,65604,62380,143655,73796,69859,154987,79175,75812,145596,74332,71264,142860,71620,71240,181009,90734,90275,200827,101650,99177,196703,99670,97033,186449,94144,92305,166507,84735,81772,164806,84126,80680,152566,76517,76049,148775,72954,75821,136268,64866,71402,114873,53238,61635,69832,31895,37937,40582,17670,22912,37333,13544,23789,39,38.4,39.7
55119,58736,62428,0.91729908,NY,"Poughkeepsie-Newburgh-Middletown, NY",8,Poughkeepsie-Newburgh-Middletown,-74.37,41.45,701637,352623,349014,40178,20544,19634,78919,40458,38461,39259,20367,18892,71736,38059,33677,563094,281592,281502,543281,271254,272027,271555,140866,130689,170238,87436,82802,187738,94207,93531,113569,51552,62017,40178,20544,19634,42446,21752,20694,46151,23702,22449,51531,26853,24678,49786,26577,23209,41964,22026,19938,42287,21693,20594,43063,21878,21185,42924,21839,21085,41899,21198,20701,48155,24210,23945,51051,25419,25632,46633,23380,23253,37437,18312,19125,30410,14218,16192,20007,9015,10992,12915,5481,7434,12800,4526,8274,39.2,38,40.5
55560,60347,64566,0.90494435,RIMA,"Providence-Warwick, RI-MA",16,Providence-Warwick,-71.41,41.73,1675774,820001,855773,83022,42407,40615,164652,84103,80549,80346,41158,39188,161081,80443,80638,1388151,673068,715083,1347754,652333,695421,659468,331867,327601,438016,220450,217566,448476,218687,229789,300181,132753,167428,83022,42407,40615,89408,45545,43863,95219,48742,46477,109806,55216,54590,111646,56201,55445,110339,56024,54315,117834,59276,58558,108659,54651,54008,101184,50499,50685,97282,47730,49552,112910,55372,57538,121116,59179,61937,117168,56406,60762,98742,46923,51819,79758,37053,42705,52394,23501,28893,32696,13405,19291,36591,11871,24720,40.6,39.3,41.9
